"scenario_id","block","scenario_group","n","n_rep","copula_family","tau_design","copula_param","tau_full","margin","x_type","cov_effect","censor_x_effect","censor_model","target_censor2","H_quantile","total_scenarios"
171,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",100,1000,"gaussian",0.5,0.707106781186547,0.5,"exp","normal","nonlinear","nonlinear_moderate","weibull_nonlinear",0.5,0.9,192
172,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",100,1000,"gaussian",0.5,0.707106781186547,0.5,"exp","normal","nonlinear","nonlinear_strong","weibull_nonlinear",0.5,0.9,192
173,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",300,1000,"gaussian",0.5,0.707106781186547,0.5,"exp","normal","nonlinear","nonlinear_moderate","weibull_nonlinear",0.3,0.9,192
174,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",300,1000,"gaussian",0.5,0.707106781186547,0.5,"exp","normal","nonlinear","nonlinear_strong","weibull_nonlinear",0.3,0.9,192
175,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",300,1000,"gaussian",0.5,0.707106781186547,0.5,"exp","normal","nonlinear","nonlinear_moderate","weibull_nonlinear",0.5,0.9,192
176,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",300,1000,"gaussian",0.5,0.707106781186547,0.5,"exp","normal","nonlinear","nonlinear_strong","weibull_nonlinear",0.5,0.9,192
177,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",500,1000,"gaussian",0.5,0.707106781186547,0.5,"exp","normal","nonlinear","nonlinear_moderate","weibull_nonlinear",0.3,0.9,192
178,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",500,1000,"gaussian",0.5,0.707106781186547,0.5,"exp","normal","nonlinear","nonlinear_strong","weibull_nonlinear",0.3,0.9,192
179,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",500,1000,"gaussian",0.5,0.707106781186547,0.5,"exp","normal","nonlinear","nonlinear_moderate","weibull_nonlinear",0.5,0.9,192
180,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",500,1000,"gaussian",0.5,0.707106781186547,0.5,"exp","normal","nonlinear","nonlinear_strong","weibull_nonlinear",0.5,0.9,192
181,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",100,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_moderate","weibull_nonlinear",0.3,0.9,192
182,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",100,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_strong","weibull_nonlinear",0.3,0.9,192
183,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",100,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_moderate","weibull_nonlinear",0.5,0.9,192
184,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",100,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_strong","weibull_nonlinear",0.5,0.9,192
185,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",300,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_moderate","weibull_nonlinear",0.3,0.9,192
186,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",300,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_strong","weibull_nonlinear",0.3,0.9,192
187,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",300,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_moderate","weibull_nonlinear",0.5,0.9,192
188,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",300,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_strong","weibull_nonlinear",0.5,0.9,192
189,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",500,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_moderate","weibull_nonlinear",0.3,0.9,192
190,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",500,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_strong","weibull_nonlinear",0.3,0.9,192
191,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",500,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_moderate","weibull_nonlinear",0.5,0.9,192
192,"C_nonlinear_observability","nonlinear_covariate_dependent_censoring",500,1000,"gaussian",0.75,0.923879532511287,0.75,"exp","normal","nonlinear","nonlinear_strong","weibull_nonlinear",0.5,0.9,192
